Date,Team 1,Team 2,Winner,Result,Venue
2021-01-18,Jammu & Kashmir,Uttar Pradesh,Jammu & Kashmir,Jammu & Kashmir won by 8 wickets,Bengaluru
2021-01-18,Karnataka,Railways,Railways,Railways won by 16 runs,Bengaluru
2021-01-10,Bengal,Odisha,Bengal,Bengal won by 9 wickets,Kolkata
2021-01-10,Jharkhand,Tamil Nadu,Tamil Nadu,Tamil Nadu won by 66 runs,Kolkata
2021-01-10,Hyderabad,Assam,Hyderabad,Hyderabad won by 6 wickets,Kolkata
2021-01-12,Jharkhand,Hyderabad,Hyderabad,Hyderabad won by 5 wickets,Kolkata
2021-01-12,Assam,Bengal,Bengal,Bengal won by 16 runs,Kolkata
2021-01-12,Odisha,Tamil Nadu,Tamil Nadu,Tamil Nadu won by 8 wickets,Kolkata
2021-01-14,Assam,Tamil Nadu,Tamil Nadu,Tamil Nadu won by 10 wickets,Kolkata
2021-01-14,Hyderabad,Odisha,Hyderabad,Hyderabad won by 6 wickets,Kolkata
2021-01-14,Bengal,Jharkhand,Bengal,Bengal won by 16 runs,Kolkata
2021-01-16,Assam,Odisha,Assam,Assam won by 13 runs,Kolkata
2021-01-16,Bengal,Tamil Nadu,Tamil Nadu,Tamil Nadu won by 8 wickets,Kolkata
2021-01-16,Jharkhand,Hyderabad,Hyderabad,Hyderabad won by 6 wickets,Kolkata
2021-01-18,Assam,Jharkhand,Jharkhand,Jharkhand won by 51 runs,Kolkata
2021-01-18,Bengal,Hyderabad,Bengal,Bengal won by 6 wickets,Kolkata
2021-01-18,Odisha,Tamil Nadu,Tamil Nadu,Tamil Nadu won by 8 wickets,Kolkata
2021-01-10,Baroda,Himachal Pradesh,Baroda,Baroda won by 4 wickets,Vadodara
2021-01-10,Chhattisgarh,Maharashtra,Maharashtra,Maharashtra won by 8 wickets,Vadodara
2021-01-10,Gujarat,Uttarakhand,Gujarat,Gujarat won by 73 runs,Vadodara
2021-01-12,Chhattisgarh,Himachal Pradesh,Himachal Pradesh,Himachal Pradesh won by 32 runs,Vadodara
2021-01-12,Gujarat,Baroda,Baroda,Baroda won by 12 runs,Vadodara
2021-01-12,Maharashtra,Uttarakhand,Maharashtra,Maharashtra won by 6 wickets,Vadodara
2021-01-14,Gujarat,Himachal Pradesh,Himachal Pradesh,Himachal Pradesh won by 26 runs,Vadodara
2021-01-14,Baroda,Uttarakhand,Baroda,Baroda won by 5 runs,Vadodara
2021-01-14,Chhattisgarh,Maharashtra,Chhattisgarh,Chhattisgarh won by 6 wickets,Vadodara
2021-01-16,Baroda,Maharashtra,Baroda,Baroda won by 63 runs,Vadodara
2021-01-16,Chhattisgarh,Uttarakhand,Chhattisgarh,Chhattisgarh won by 8 wickets,Vadodara
2021-01-16,Gujarat,Himachal Pradesh,Gujarat,Gujarat won by 8 wickets,Vadodara
2021-01-18,Baroda,Chhattisgarh,Baroda,Baroda won by 9 wickets,Vadodara
2021-01-18,Gujarat,Maharashtra,Gujarat,Gujarat won by 29 runs,Vadodara
2021-01-18,Himachal Pradesh,Uttarakhand,Himachal Pradesh,Himachal Pradesh won by 10 wickets,Vadodara
2021-01-11,Delhi,Mumbai,Delhi,Delhi won by 76 runs,Mumbai
2021-01-11,Andhra,Puducherry,Andhra,Andhra won by 6 wickets,Mumbai
2021-01-11,Haryana,Kerala,Kerala,Kerala won by 6 wickets,Mumbai
2021-01-13,Andhra,Haryana,Haryana,Haryana won by 6 wickets,Mumbai
2021-01-13,Mumbai,Kerala,Kerala,Kerala won by 8 wickets,Mumbai
2021-01-13,Delhi,Puducherry,Delhi,Delhi won by 6 wickets,Mumbai
2021-01-15,Andhra,Mumbai,Mumbai,Mumbai won by 6 wickets,Mumbai
2021-01-15,Delhi,Kerala,Delhi,Delhi won by 6 wickets,Mumbai
2021-01-15,Haryana,Puducherry,Puducherry,Puducherry won by 8 wickets,Mumbai
2021-01-17,Delhi,Andhra,Delhi,Delhi won by 6 wickets,Mumbai
2021-01-17,Kerala,Puducherry,Kerala,Kerala won by 6 wickets,Mumbai
2021-01-17,Haryana,Mumbai,Haryana,Haryana won by 8 wickets,Mumbai
2021-01-19,Mumbai,Puducherry,Mumbai,Mumbai won by 6 wickets,Mumbai
2021-01-19,Andhra,Kerala,Kerala,Kerala won by 6 wickets,Mumbai
2021-01-19,Delhi,Haryana,Haryana,Haryana won by 5 wickets,Mumbai
2021-01-11,Saurashtra,Services,Saurashtra,Saurashtra won by 3 wickets,Indore
2021-01-11,Madhya Pradesh,Goa,Madhya Pradesh,Madhya Pradesh won by 6 wickets,Indore
2021-01-11,Rajasthan,Vidarbha,Rajasthan,Rajasthan won by 3 wickets,Indore
2021-01-13,Rajasthan,Madhya Pradesh,Rajasthan,Rajasthan won by 10 runs,Indore
2021-01-13,Saurashtra,Vidarbha,Vidarbha,Vidarbha won by 14 runs,Indore
2021-01-13,Services,Goa,Services,Services won by 5 wickets,Indore
2021-01-15,Saurashtra,Madhya Pradesh,Saurashtra,Saurashtra won by 9 wickets,Indore
2021-01-15,Rajasthan,Goa,Rajasthan,Rajasthan won by 6 wickets,Indore
2021-01-15,Services,Vidarbha,Vidarbha,Vidarbha won by 7 wickets,Indore
2021-01-17,Saurashtra,Goa,Saurashtra,Saurashtra won by 9 runs,Indore
2021-01-17,Rajasthan,Services,Rajasthan,Rajasthan won by 6 wickets,Indore
2021-01-17,Madhya Pradesh,Vidarbha,Madhya Pradesh,Madhya Pradesh won by 22 runs,Indore
2021-01-19,Saurashtra,Rajasthan,Rajasthan,Rajasthan won by 15 runs,Indore
2021-01-19,Madhya Pradesh,Services,Madhya Pradesh,Madhya Pradesh won by 7 wickets,Indore
2021-01-19,Goa,Vidarbha,Goa,Goa won by 7 wickets,Indore
2021-01-11,Chandigarh,Nagaland,Chandigarh,Chandigarh won by 110 runs,Chennai
2021-01-11,Meghalaya,Mizoram,Meghalaya,Meghalaya won by 22 runs,Chennai
2021-01-11,Arunachal Pradesh,Bihar,Bihar,Bihar won by 8 wickets,Chennai
2021-01-13,Arunachal Pradesh,Sikkim,Sikkim,Sikkim won by 8 wickets,Chennai
2021-01-13,Bihar,Meghalaya,Bihar,Bihar won by 6 wickets,Chennai
2021-01-13,Manipur,Mizoram,Manipur,Manipur won by 5 wickets,Chennai
2021-01-15,Bihar,Sikkim,Bihar,Bihar won by 8 wickets,Chennai
2021-01-15,Chandigarh,Manipur,Chandigarh,Chandigarh won by 11 runs,Chennai
2021-01-15,Arunachal Pradesh,Nagaland,Nagaland,Nagaland won by 8 wickets,Chennai
2021-01-17,Chandigarh,Mizoram,Chandigarh,Chandigarh won by 8 wickets,Chennai
2021-01-17,Manipur,Nagaland,Nagaland,Nagaland won by 10 wickets,Chennai
2021-01-17,Meghalaya,Sikkim,Meghalaya,Meghalaya won by 130 runs,Chennai
2021-01-19,Arunachal Pradesh,Mizoram,Arunachal,Arunachal won by 5 wickets,Chennai
2021-01-19,Bihar,Manipur,Bihar,Bihar won by 7 wickets,Chennai
2021-01-19,Chandigarh,Sikkim,Chandigarh,Chandigarh won by 131 runs,Chennai
2021-01-26,Karnataka,Punjab,Punjab,Punjab won by 9 wickets,Ahmedabad
2021-01-26,Tamil Nadu,Himachal Pradesh,Tamil Nadu,Tamil Nadu won by 5 wickets,Ahmedabad
2021-01-27,Haryana,Baroda,Baroda,Baroda won by 8 wickets,Ahmedabad
2021-01-27,Bihar,Rajasthan,Rajasthan,Rajasthan won by 16 runs,Ahmedabad
2021-01-29,Punjab,Tamil Nadu,Tamil Nadu,Tamil Nadu won by 7 wickets,Ahmedabad
2021-01-29,Baroda,Rajasthan,Baroda,Baroda won by 25 runs,Ahmedabad
2021-01-31,Baroda,Tamil Nadu,Tamil Nadu,Tamil Nadu won by 7 wickets,Ahmedabad
2021-11-04,Goa,Tamil Nadu,Tamil Nadu,Tamil Nadu won by 6 wickets,Lucknow
2021-11-04,Maharashtra,Odisha,Maharashtra,Maharashtra won by 27 runs,Lucknow
2021-11-04,Punjab,Puducherry,Punjab,Punjab won by 8 wickets,Lucknow
2021-11-05,Goa,Punjab,Punjab,Punjab won by 81 runs,Lucknow
2021-11-05,Maharashtra,Puducherry,Maharashtra,Maharashtra won by 12 runs,Lucknow
2021-11-05,Odisha,Tamil Nadu,Tamil Nadu,Tamil Nadu won by 1 run,Lucknow
2021-11-06,Goa,Maharashtra,Goa,Goa won by 34 runs,Lucknow
2021-11-06,Odisha,Puducherry,Odisha,Odisha won by 5 wickets,Lucknow
2021-11-06,Punjab,Tamil Nadu,Tamil Nadu,Tamil Nadu won by 8 wickets,Lucknow
2021-11-08,Goa,Puducherry,Goa,Goa won by 11 runs,Lucknow
2021-11-08,Maharashtra,Punjab,Maharashtra,Maharashtra won by 7 wickets,Lucknow
2021-11-08,Odisha,Tamil Nadu,Tamil Nadu,Tamil Nadu won by 5 wickets,Lucknow
2021-11-09,Goa,Odisha,Goa,Goa won by 7 runs,Lucknow
2021-11-09,Maharashtra,Tamil Nadu,Tamil Nadu,Tamil Nadu won by 12 runs,Lucknow
2021-11-09,Punjab,Puducherry,Punjab,Punjab won by 9 wickets,Lucknow
2021-11-04,Bengal,Chhattisgarh,Bengal,Bengal won by 7 wickets,Guwahati
2021-11-04,Karnataka,Mumbai,Karnataka,Karnataka won by 9 runs,Guwahati
2021-11-04,Baroda,Services,Baroda,Baroda won by 18 runs,Guwahati
2021-11-05,Baroda,Mumbai,Mumbai,Mumbai won by 4 wickets,Guwahati
2021-11-05,Bengal,Services,Bengal,Bengal won by 9 wickets,Guwahati
2021-11-05,Chhattisgarh,Karnataka,Karnataka,Karnataka won by 4 wickets,Guwahati
2021-11-06,Baroda,Karnataka,Karnataka,Karnataka won by 7 wickets,Guwahati
2021-11-06,Bengal,Mumbai,Mumbai,Mumbai won by 4 wickets,Guwahati
2021-11-06,Chhattisgarh,Services,Chhattisgarh,Chhattisgarh won by 23 runs,Guwahati
2021-11-08,Baroda,Bengal,Bengal,Bengal won by 7 wickets,Guwahati
2021-11-08,Chhattisgarh,Mumbai,Mumbai,Mumbai won by 2 wickets,Guwahati
2021-11-08,Karnataka,Services,Karnataka,Karnataka won by 33 runs,Guwahati
2021-11-09,Baroda,Chhattisgarh,Baroda,Baroda won by 6 wickets,Guwahati
2021-11-09,Bengal,Karnataka,Bengal,Bengal won by 7 wickets,Guwahati
2021-11-09,Mumbai,Services,Mumbai,Mumbai won by 6 wickets,Guwahati
2021-11-04,Andhra,Jammu & Kashmir,Andhra,Andhra won by 6 wickets,Vadodara
2021-11-04,Jharkhand,Saurashtra,Jharkhand,Jharkhand won by 5 wickets,Vadodara
2021-11-04,Hyderabad,Uttar Pradesh,Hyderabad,Hyderabad won by 8 wickets,Vadodara
2021-11-05,Andhra,Saurashtra,Saurashtra,Saurashtra won by 5 wickets,Vadodara
2021-11-05,Jammu & Kashmir,Uttar Pradesh,Jammu & Kashmir,Jammu & Kashmir won by 8 wickets,Vadodara
2021-11-05,Hyderabad,Jharkhand,Hyderabad,Hyderabad won by 7 wickets,Vadodara
2021-11-06,Andhra,Uttar Pradesh,Andhra,Andhra won by 6 wickets,Vadodara
2021-11-06,Jammu & Kashmir,Saurashtra,Jammu & Kashmir,Jammu & Kashmir won by 7 wickets,Vadodara
2021-11-06,Hyderabad,Jharkhand,Hyderabad,Hyderabad won by 6 wickets,Vadodara
2021-11-08,Andhra,Jharkhand,Andhra,Andhra won by 5 wickets,Vadodara
2021-11-08,Jammu & Kashmir,Hyderabad,Hyderabad,Hyderabad won by 7 wickets,Vadodara
2021-11-08,Saurashtra,Uttar Pradesh,Saurashtra,Saurashtra won by 2 runs,Vadodara
2021-11-09,Andhra,Hyderabad,Hyderabad,Hyderabad won by 6 wickets,Vadodara
2021-11-09,Jammu & Kashmir,Jharkhand,Jammu & Kashmir,Jammu & Kashmir won by 7 wickets,Vadodara
2021-11-09,Saurashtra,Uttar Pradesh,Saurashtra,Saurashtra won by 6 wickets,Vadodara
2021-11-04,Delhi,Uttarakhand,Delhi,Delhi won by 35 runs,Gurugram
2021-11-04,Maharashtra,Railways,Maharashtra,Maharashtra won by 23 runs,Gurugram
2021-11-04,Chandigarh,Kerala,Kerala,Kerala won by 7 wickets,Gurugram
2021-11-05,Chandigarh,Railways,Chandigarh,Chandigarh won by 1 run,Gurugram
2021-11-05,Delhi,Maharashtra,Delhi,Delhi won by 7 wickets,Gurugram
2021-11-05,Kerala,Uttarakhand,Kerala,Kerala won by 8 wickets,Gurugram
2021-11-06,Delhi,Railways,Delhi,Delhi won by 7 wickets,Gurugram
2021-11-06,Chandigarh,Uttarakhand,Chandigarh,Chandigarh won by 7 wickets,Gurugram
2021-11-06,Kerala,Maharashtra,Kerala,Kerala won by 7 wickets,Gurugram
2021-11-08,Chandigarh,Maharashtra,Maharashtra,Maharashtra won by 20 runs,Gurugram
2021-11-08,Delhi,Kerala,Kerala,Kerala won by 6 wickets,Gurugram
2021-11-08,Railways,Uttarakhand,Railways,Railways won by 9 wickets,Gurugram
2021-11-09,Delhi,Chandigarh,Delhi,Delhi won by 7 wickets,Gurugram
2021-11-09,Kerala,Railways,Kerala,Kerala won by 6 wickets,Gurugram
2021-11-09,Maharashtra,Uttarakhand,Maharashtra,Maharashtra won by 27 runs,Gurugram
2021-11-04,Himachal Pradesh,Rajasthan,Rajasthan,Rajasthan won by 9 wickets,Jaipur
2021-11-04,Vidarbha,Services,Vidarbha,Vidarbha won by 7 wickets,Jaipur
2021-11-04,Haryana,Tripura,Haryana,Haryana won by 8 wickets,Jaipur
2021-11-05,Himachal Pradesh,Tripura,Himachal Pradesh,Himachal Pradesh won by 7 wickets,Jaipur
2021-11-05,Haryana,Services,Haryana,Haryana won by 37 runs,Jaipur
2021-11-05,Rajasthan,Vidarbha,Rajasthan,Rajasthan won by 1 run,Jaipur
2021-11-06,Haryana,Vidarbha,Vidarbha,Vidarbha won by 8 wickets,Jaipur
2021-11-06,Himachal Pradesh,Services,Himachal Pradesh,Himachal Pradesh won by 1 run,Jaipur
2021-11-06,Rajasthan,Tripura,Rajasthan,Rajasthan won by 6 wickets,Jaipur
2021-11-08,Himachal Pradesh,Haryana,Haryana,Haryana won by 8 wickets,Jaipur
2021-11-08,Rajasthan,Services,Rajasthan,Rajasthan won by 6 wickets,Jaipur
2021-11-08,Tripura,Vidarbha,Vidarbha,Vidarbha won by 6 wickets,Jaipur
2021-11-09,Himachal Pradesh,Vidarbha,Vidarbha,Vidarbha won by 7 wickets,Jaipur
2021-11-09,Haryana,Rajasthan,Haryana,Haryana won by 4 runs,Jaipur
2021-11-09,Services,Tripura,Services,Services won by 7 wickets,Jaipur
2021-11-04,Bihar,Sikkim,Bihar,Bihar won by 8 wickets,Mangalagiri
2021-11-04,Meghalaya,Mizoram,Meghalaya,Meghalaya won by 9 wickets,Mangalagiri
2021-11-04,Arunachal,Nagaland,Nagaland,Nagaland won by 5 wickets,Mangalagiri
2021-11-05,Arunachal,Sikkim,Sikkim,Sikkim won by 9 wickets,Mangalagiri
2021-11-05,Bihar,Meghalaya,Bihar,Bihar won by 6 wickets,Mangalagiri
2021-11-05,Manipur,Mizoram,Manipur,Manipur won by 7 wickets,Mangalagiri
2021-11-06,Bihar,Nagaland,Bihar,Bihar won by 10 wickets,Mangalagiri
2021-11-06,Manipur,Sikkim,Manipur,Manipur won by 10 wickets,Mangalagiri
2021-11-06,Arunachal,Meghalaya,Meghalaya,Meghalaya won by 9 wickets,Mangalagiri
2021-11-08,Bihar,Mizoram,Bihar,Bihar won by 7 wickets,Mangalagiri
2021-11-08,Manipur,Nagaland,Nagaland,Nagaland won by 9 wickets,Mangalagiri
2021-11-08,Meghalaya,Sikkim,Meghalaya,Meghalaya won by 7 wickets,Mangalagiri
2021-11-09,Arunachal,Mizoram,Arunachal,Arunachal won by 5 wickets,Mangalagiri
2021-11-09,Bihar,Manipur,Bihar,Bihar won by 8 wickets,Mangalagiri
2021-11-09,Nagaland,Sikkim,Nagaland,Nagaland won by 10 wickets,Mangalagiri
2021-11-16,Tamil Nadu,Kerala,Tamil Nadu,Tamil Nadu won by 5 wickets,Delhi
2021-11-16,Bengal,Karnataka,Karnataka,Karnataka won by 6 wickets (VJD),Delhi
2021-11-17,Rajasthan,Vidarbha,Vidarbha,Vidarbha won by 9 wickets,Delhi
2021-11-17,Gujarat,Hyderabad,Hyderabad,Hyderabad won by 30 runs,Delhi
2021-11-18,Tamil Nadu,Hyderabad,Tamil Nadu,Tamil Nadu won by 8 wickets,Delhi
2021-11-18,Karnataka,Vidarbha,Vidarbha,Vidarbha won by 4 runs,Delhi
2021-11-20,Vidarbha,Hyderabad,Hyderabad,Hyderabad won by 7 wickets,Delhi
2021-11-20,Tamil Nadu,Karnataka,Karnataka,Karnataka won by 7 wickets,Delhi
2021-11-22,Tamil Nadu,Karnataka,Tamil Nadu,Tamil Nadu won by 4 wickets,Delhi
2022-10-11,Assam,Uttarakhand,Assam,Assam won by 8 wickets,Rajkot
2022-10-11,Mizoram,Railways,Railways,Railways won by 6 wickets,Rajkot
2022-10-11,Mumbai,Services,Mumbai,Mumbai won by 8 wickets,Rajkot
2022-10-11,Rajasthan,Vidarbha,Vidarbha,Vidarbha won by 6 wickets,Rajkot
2022-10-12,Assam,Rajasthan,Rajasthan,Rajasthan won by 8 wickets,Rajkot
2022-10-12,Madhya Pradesh,Railways,Madhya Pradesh,Madhya Pradesh won by 14 runs,Rajkot
2022-10-12,Mumbai,Vidarbha,Mumbai,Mumbai won by 15 runs,Rajkot
2022-10-12,Uttarakhand,Services,Services,Services won by 3 wickets,Rajkot
2022-10-14,Assam,Services,Assam,Assam won by 17 runs,Rajkot
2022-10-14,Madhya Pradesh,Uttarakhand,Madhya Pradesh,Madhya Pradesh won by 9 wickets,Rajkot
2022-10-14,Mizoram,Vidarbha,Vidarbha,Vidarbha won by 9 wickets,Rajkot
2022-10-14,Mumbai,Rajasthan,Mumbai,Mumbai won by 20 runs,Rajkot
2022-10-16,Madhya Pradesh,Mizoram,Madhya Pradesh,Madhya Pradesh won by 9 wickets,Rajkot
2022-10-16,Railways,Rajasthan,Rajasthan,Rajasthan won by 6 wickets,Rajkot
2022-10-16,Mumbai,Assam,Mumbai,Mumbai won by 61 runs,Rajkot
2022-10-16,Uttarakhand,Vidarbha,Vidarbha,Vidarbha won by 8 wickets,Rajkot
2022-10-18,Assam,Mizoram,Assam,Assam won by 7 wickets,Rajkot
2022-10-18,Railways,Services,Railways,Railways won by 4 wickets,Rajkot
2022-10-18,Madhya Pradesh,Vidarbha,Madhya Pradesh,Madhya Pradesh won by 2 runs,Rajkot
2022-10-18,Mumbai,Uttarakhand,Mumbai,Mumbai won by 71 runs,Rajkot
2022-10-20,Mizoram,Services,Services,Services won by 10 wickets,Rajkot
2022-10-20,Railways,Uttarakhand,Railways,Railways won by 1 run,Rajkot
2022-10-20,Rajasthan,Madhya Pradesh,Rajasthan,Rajasthan won by 30 runs,Rajkot
2022-10-20,Assam,Vidarbha,Vidarbha,Vidarbha won by 2 runs,Rajkot
2022-10-22,Mumbai,Railways,Mumbai,Mumbai won by 5 wickets,Rajkot
2022-10-22,Rajasthan,Services,Rajasthan,Rajasthan won by 6 wickets,Rajkot
2022-10-22,Mizoram,Uttarakhand,Uttarakhand,Uttarakhand won by 7 wickets,Rajkot
2022-10-22,Assam,Madhya Pradesh,Assam,Assam won by 10 runs,Rajkot
2022-10-11,Goa,Tripura,Goa,Goa won by 5 wickets,Jaipur
2022-10-11,Hyderabad,Punjab,Hyderabad,Hyderabad won by 5 wickets,Jaipur
2022-10-11,Manipur,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh won by 10 wickets,Jaipur
2022-10-12,Delhi,Manipur,Delhi,Delhi won by 71 runs,Jaipur
2022-10-12,Hyderabad,Tripura,Hyderabad,Hyderabad won by 9 wickets,Jaipur
2022-10-12,Puducherry,Punjab,Punjab,Punjab won by 8 wickets,Jaipur
2022-10-14,Goa,Hyderabad,Hyderabad,Hyderabad won by 3 wickets,Jaipur
2022-10-14,Manipur,Puducherry,Puducherry,Puducherry won by 8 wickets,Jaipur
2022-10-14,Punjab,Tripura,Punjab,Punjab won by 9 wickets,Jaipur
2022-10-16,Delhi,Goa,Delhi,Delhi won by 6 wickets,Jaipur
2022-10-16,Hyderabad,Manipur,Hyderabad,Hyderabad won by 8 wickets,Jaipur
2022-10-16,Puducherry,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh won by 8 wickets,Jaipur
2022-10-18,Delhi,Puducherry,Delhi,Delhi won by 9 wickets,Jaipur
2022-10-18,Goa,Uttar Pradesh,Goa,Goa won by 7 wickets,Jaipur
2022-10-18,Manipur,Tripura,Tripura,Tripura won by 7 wickets,Jaipur
2022-10-20,Delhi,Uttar Pradesh,Delhi,Delhi won by 2 runs,Jaipur
2022-10-20,Goa,Punjab,Punjab,Punjab won by 9 wickets,Jaipur
2022-10-20,Puducherry,Tripura,Tripura,Tripura won by 7 wickets,Jaipur
2022-10-22,Delhi,Punjab,Punjab,Punjab won by 5 wickets,Jaipur
2022-10-22,Goa,Manipur,Goa,Goa won by 7 wickets,Jaipur
2022-10-22,Hyderabad,Uttar Pradesh,Uttar Pradesh,Uttar Pradesh won by 7 wickets,Jaipur
2022-10-11,Haryana,Meghalaya,Haryana,Haryana won by 83 runs,Mohali
2022-10-11,Karnataka,Maharashtra,Karnataka,Karnataka won by 99 runs,Mohali
2022-10-11,Jammu & Kashmir,Services,Jammu & Kashmir,Jammu & Kashmir won by 3 wickets,Mohali
2022-10-12,Arunachal,Kerala,Kerala,Kerala won by 10 wickets,Mohali
2022-10-12,Jammu & Kashmir,Maharashtra,Jammu & Kashmir,Jammu & Kashmir won by 4 wickets,Mohali
2022-10-12,Meghalaya,Services,Services,Services won by 7 wickets,Mohali
2022-10-14,Arunachal,Maharashtra,Maharashtra,Maharashtra won by 9 wickets,Mohali
2022-10-14,Haryana,Jammu & Kashmir,Haryana,Haryana won by 2 runs,Mohali
2022-10-14,Karnataka,Meghalaya,Karnataka,Karnataka won by 9 wickets,Mohali
2022-10-16,Arunachal,Meghalaya,Meghalaya,Meghalaya won by 7 wickets,Mohali
2022-10-16,Haryana,Karnataka,Karnataka,Karnataka won by 5 wickets,Mohali
2022-10-16,Kerala,Services,Kerala,Kerala won by 6 wickets,Mohali
2022-10-18,Arunachal,Services,Services,Services won by 8 wickets,Mohali
2022-10-18,Haryana,Kerala,Kerala,Kerala won by 3 wickets,Mohali
2022-10-18,Jammu & Kashmir,Karnataka,Karnataka,Karnataka won by 34 runs,Mohali
2022-10-20,Arunachal,Jammu & Kashmir,Jammu & Kashmir,Jammu & Kashmir won by 10 wickets,Mohali
2022-10-20,Haryana,Services,Haryana,Haryana won by 26 runs,Mohali
2022-10-20,Kerala,Maharashtra,Kerala,Kerala won by 4 wickets,Mohali
2022-10-22,Arunachal,Haryana,Haryana,Haryana won by 116 runs,Mohali
2022-10-22,Jammu & Kashmir,Kerala,Kerala,Kerala won by 62 runs,Mohali
2022-10-22,Maharashtra,Meghalaya,Maharashtra,Maharashtra won by 74 runs,Mohali
2022-10-11,Bengal,Jharkhand,Bengal,Bengal won by 9 wickets,Lucknow
2022-10-11,Chandigarh,Sikkim,Chandigarh,Chandigarh won by 9 wickets,Lucknow
2022-10-11,Odisha,Tamil Nadu,Tamil Nadu,Tamil Nadu won by 5 wickets,Lucknow
2022-10-12,Chandigarh,Odisha,Odisha,Odisha won by 9 wickets,Lucknow
2022-10-12,Chhattisgarh,Tamil Nadu,Chhattisgarh,Chhattisgarh won by 6 runs,Lucknow
2022-10-12,Jharkhand,Sikkim,Jharkhand,Jharkhand won by 9 wickets,Lucknow
2022-10-14,Bengal,Chhattisgarh,Bengal,Bengal won by 52 runs,Lucknow
2022-10-14,Chandigarh,Jharkhand,Chandigarh,Chandigarh won by 7 wickets,Lucknow
2022-10-14,Odisha,Sikkim,Odisha,Odisha won by 9 wickets,Lucknow
2022-10-16,Bengal,Odisha,Bengal,Bengal won by 8 wickets,Lucknow
2022-10-16,Chhattisgarh,Sikkim,Chhattisgarh,Chhattisgarh won by 9 wickets,Lucknow
2022-10-16,Chandigarh,Tamil Nadu,Tamil Nadu,Tamil Nadu won by 57 runs,Lucknow
2022-10-18,Bengal,Sikkim,Bengal,Bengal won by 84 runs,Lucknow
2022-10-18,Chandigarh,Chhattisgarh,Chandigarh,Chandigarh won by 7 wickets,Lucknow
2022-10-18,Jharkhand,Tamil Nadu,Tamil Nadu,Tamil Nadu won by 6 wickets,Lucknow
2022-10-20,Bengal,Tamil Nadu,Bengal,Bengal won by 43 runs,Lucknow
2022-10-20,Chandigarh,Jharkhand,Chandigarh,Chandigarh won by 5 wickets,Lucknow
2022-10-20,Chhattisgarh,Odisha,Chhattisgarh,Chhattisgarh won by 8 wickets,Lucknow
2022-10-22,Bengal,Chandigarh,Bengal,Bengal won by 5 wickets,Lucknow
2022-10-22,Jharkhand,Odisha,Jharkhand,Jharkhand won by 7 wickets,Lucknow
2022-10-22,Sikkim,Tamil Nadu,Tamil Nadu,Tamil Nadu won by 9 wickets,Lucknow
2022-10-11,Andhra,Saurashtra,Saurashtra,Saurashtra won by 4 wickets,Indore
2022-10-11,Baroda,Nagaland,Baroda,Baroda won by 6 wickets,Indore
2022-10-11,Bihar,Gujarat,Gujarat,Gujarat won by 2 wickets,Indore
2022-10-12,Andhra,Bihar,Andhra,Andhra won by 6 wickets,Indore
2022-10-12,Baroda,Saurashtra,Baroda,Baroda won by 4 wickets,Indore
2022-10-12,Gujarat,Nagaland,Gujarat,Gujarat won by 9 wickets,Indore
2022-10-14,Andhra,Nagaland,Andhra,Andhra won by 9 wickets,Indore
2022-10-14,Bihar,Saurashtra,Saurashtra,Saurashtra won by 9 wickets,Indore
2022-10-14,Baroda,Gujarat,Gujarat,Gujarat won by 2 wickets,Indore
2022-10-16,Andhra,Gujarat,Gujarat,Gujarat won by 6 wickets,Indore
2022-10-16,Baroda,Bihar,Baroda,Baroda won by 35 runs,Indore
2022-10-16,Nagaland,Saurashtra,Saurashtra,Saurashtra won by 97 runs,Indore
2022-10-18,Andhra,Baroda,Baroda,Baroda won by 5 wickets,Indore
2022-10-18,Bihar,Nagaland,Bihar,Bihar won by 8 wickets,Indore
2022-10-18,Gujarat,Saurashtra,Gujarat,Gujarat won by 6 wickets,Indore
2022-10-30,Bengal,Jharkhand,Bengal,Bengal won by 6 wickets,Kolkata
2022-10-30,Delhi,Vidarbha,Vidarbha,Vidarbha won by 4 runs,Kolkata
2022-10-30,Karnataka,Saurashtra,Saurashtra,Saurashtra won by 6 wickets,Kolkata
2022-10-30,Mumbai,Rajasthan,Mumbai,Mumbai won by 2 wickets,Kolkata
2022-11-01,Delhi,Saurashtra,Saurashtra,Saurashtra won by 4 wickets,Kolkata
2022-11-01,Himachal Pradesh,Bengal,Himachal Pradesh,Himachal Pradesh won by 4 wickets,Kolkata
2022-11-01,Punjab,Karnataka,Punjab,Punjab won by 9 runs,Kolkata
2022-11-01,Vidarbha,Mumbai,Mumbai,Mumbai won by 5 wickets,Kolkata
2022-11-03,Himachal Pradesh,Saurashtra,Saurashtra,Saurashtra won by 5 wickets,Kolkata
2022-11-03,Punjab,Mumbai,Mumbai,Mumbai won by 2 wickets,Kolkata
2022-11-05,Mumbai,Himachal Pradesh,Himachal Pradesh,Himachal Pradesh won by 14 runs,Kolkata
2023-10-16,Chhattisgarh,Mizoram,Chhattisgarh,Chhattisgarh won by 9 wickets,Jaipur
2023-10-16,Delhi,Vidarbha,Delhi,Delhi won by 6 wickets,Jaipur
2023-10-16,Haryana,Services,Haryana,Haryana won by 3 wickets,Jaipur
2023-10-16,Jharkhand,Puducherry,Jharkhand,Jharkhand won by 5 wickets,Jaipur
